"keyLexeme","keyRoot","strLexeme","keySeyame","keyAttrType","keyAttrCategory","keyAttrListing","keyMorphSuffix1","keyMorphSuffix2","keyMorphSuffix3","keyMorphPrefix","keyMorphVowel1","keyMorphVowel2","keyMorphVowel3","keyMorphVowel4","intMorphVowels","keyMorphRadicalType","keyMorphForm"
334,244,"BGN",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
335,244,"BGN",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
336,245,"BDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,245,"BD;A",0,0,4,0,0,0,0,0,3,0,0,0,1,2,1
338,246,"BDX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,247,"BDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,248,"BHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,249,"BHR",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
342,249,"BHRA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,1
343,249,"WBHRNA",0,0,8,0,4,0,0,3,0,0,0,0,0,2,7
344,249,"WBHRNOTA",0,0,4,0,0,0,1,3,0,0,0,0,0,2,7
345,249,"WOBHRA",0,0,4,0,0,0,0,3,0,2,0,0,1,2,7
346,250,"BHT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,250,"BHTTA",1,0,4,0,1,0,0,0,3,0,0,0,1,2,1
348,251,"BOLA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,0
349,251,"BOLOYA",0,0,4,0,0,0,0,0,5,0,0,0,1,3,0
350,252,"BO/A",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
351,253,"BOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,253,"BORA",0,0,8,0,0,0,0,0,5,0,0,0,1,2,1
353,254,"BORCA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,0
354,254,"BORCTA",1,0,4,0,1,0,0,0,5,0,0,0,1,2,0
355,254,"BR;CA",0,0,1,0,0,0,0,0,0,4,0,0,1,2,0
356,254,"BRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,255,"BORS;A",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
358,256,"BZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,256,"BZTA",1,0,4,0,1,0,0,0,3,0,0,0,1,2,1
360,257,"BZK",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
361,257,"BZKA",0,0,4,0,0,0,0,0,3,0,0,0,1,2,1
362,257,"MBZKNA",0,0,4,0,4,0,0,1,1,0,0,0,1,2,3
363,258,"BZE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,258,"BZEA",0,0,4,0,0,0,0,0,3,0,0,0,1,2,1
365,259,"BOKRNA",0,0,4,0,4,0,0,0,5,0,0,0,1,2,1
366,259,"BKR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,260,"BY;LA",0,0,8,0,0,0,0,0,1,4,0,0,2,2,1
368,260,"BY;LA;T",0,0,11,0,0,0,2,0,0,4,0,0,1,2,1
369,260,"BY;LOTA",0,0,4,0,0,0,1,0,0,4,0,0,1,2,1
370,260,"BYL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,260,"BYLA",0,0,8,0,0,0,0,0,1,2,0,0,2,2,3
372,260,"BYLA;T",0,0,11,0,0,0,2,0,1,2,0,0,2,2,3
373,261,"BYN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,261,"BYNA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,1
375,261,"BYNTA",1,0,8,0,1,0,0,0,0,1,0,0,1,2,1
376,262,"BO;AA",0,0,4,0,0,0,0,0,5,2,0,0,2,2,3
377,262,"B;A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,262,"MB;ANA",0,0,4,0,4,0,0,1,1,2,0,0,2,2,3
379,263,"B;M",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
380,264,"B;N;",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
381,265,"B;T-KSDA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
382,266,"B;T-LKM",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
383,267,"B;T-NHR;N",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
384,268,"B;T-EN;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
385,269,"B;T-IGA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
386,270,"B;T-/;DA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
387,271,"BOT",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
388,271,"B;T-AS;RA",0,0,10,0,0,0,0,0,0,0,0,0,0,6,0
389,271,"B;TA",0,0,4,0,0,0,0,0,1,0,0,0,1,0,0
390,272,"BCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,272,"BC;A",0,0,4,0,0,0,0,0,3,0,0,0,1,2,1
392,272,"BCTA",1,0,4,0,1,0,0,0,0,2,0,0,1,2,1
393,273,"BOCRA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,1
394,273,"BOCROTA",0,0,4,0,0,0,1,0,5,0,0,0,1,2,1
395,273,"BC;R;A",0,0,8,0,0,1,0,0,0,4,0,0,1,2,1
396,273,"BCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,274,"BLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,274,"BL;A",0,0,8,0,0,0,0,0,0,2,0,0,1,2,1
399,275,"BLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,276,"BLSYOS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
401,277,"BLOEA",0,0,4,0,0,0,0,0,1,5,0,0,2,2,1
402,277,"BLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,278,"BLED",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
404,279,"BLEM",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
405,280,"BL/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,281,"BLX",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
407,282,"BNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,282,"BN;A",0,0,4,0,0,0,0,0,1,2,0,0,2,2,3
409,282,"BN;NA",0,0,4,0,4,0,0,0,3,0,0,0,1,2,1
410,283,"BN;-RGW;",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
411,284,"BN;M;N",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
412,285,"BSA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,286,"BSD;A",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
414,287,"BOSMA",0,0,4,0,0,0,0,0,5,2,0,0,2,2,3
415,287,"BS;MA",0,0,8,0,0,0,0,0,1,4,0,0,2,2,3
416,287,"BS;MA;T",0,0,11,0,0,0,2,0,1,4,0,0,2,2,3
417,287,"BS;MOTA",0,0,4,0,0,0,1,0,1,4,0,0,2,2,3
418,287,"BSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,287,"BSMA",0,0,4,0,0,0,0,0,3,0,0,0,1,2,1
420,288,"BSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,288,"MBSRNA",0,0,4,0,4,0,0,1,1,0,0,0,1,2,3
422,289,"BSRA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
423,290,"BSTRA",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
424,,"BSTRA",0,0,4,0,10,0,0,0,3,0,0,0,1,0,0
425,291,"BEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,291,"BEOTA",0,0,4,0,0,0,1,0,2,0,0,0,1,2,1
427,291,"BETA",1,0,4,0,1,0,0,0,0,2,0,0,1,2,1
428,292,"BED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,293,"BEOR",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
430,294,"BEZ",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
431,295,"BEY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,296,"BE;RA",0,0,4,0,0,0,0,0,0,4,0,0,1,2,0
433,296,"BER;R;A",0,0,8,0,0,1,0,0,1,0,4,0,2,3,0
434,297,"BE;LTA",1,0,4,0,1,0,0,0,0,4,0,0,1,2,1
435,297,"BEL",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
436,297,"BELA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
437,297,"BELDBBA",0,0,8,0,0,0,0,0,0,0,0,0,0,6,0
438,297,"BELDBBOTA",0,0,4,0,0,0,1,0,0,0,0,0,0,6,0
439,297,"BELD;NA",0,0,4,0,0,0,0,0,0,0,0,0,0,6,0
440,298,"BELA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
441,299,"BELZBOB",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
442,300,"BEX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,301,"B/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,302,"B/;RA",0,0,1,0,0,0,0,0,0,4,0,0,1,2,0
445,302,"B/;RA;T",0,0,11,0,0,0,2,0,0,4,0,0,1,2,1
446,302,"B/;ROTA",0,0,4,0,0,0,1,0,0,4,0,0,1,2,1
447,302,"B/R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,303,"BXA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
449,304,"BOX;A",0,0,4,0,0,0,0,0,5,0,0,0,1,2,1
450,304,"BXA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,305,"BXR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,305,"BXRA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,3
453,306,"BR-ABA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
454,307,"BR-Y;M;",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
455,308,"BR-;ONA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
456,309,"BRWBA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
457,310,"BR-WBA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
458,311,"BRWOMA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
459,312,"BR-TOLM;",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
460,313,"BRA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
461,313,"BR;A",0,0,8,0,0,1,0,0,1,0,0,0,1,2,0
462,313,"LBR",0,0,9,0,0,0,0,0,0,0,0,0,0,6,0
463,314,"BR-AGRA",0,0,10,0,0,0,0,0,3,0,0,0,1,6,0
464,314,"BR-ANWA",0,0,10,0,0,0,0,0,0,0,0,0,0,6,0
465,314,"BR-KARA",0,0,10,0,0,0,0,0,4,0,0,0,1,6,0
466,314,"BR-WETA",0,0,10,0,0,0,0,0,2,0,0,0,1,6,0
467,314,"BRA",0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
468,314,"BRTA",1,0,4,0,1,0,0,0,1,0,0,0,1,1,0
469,254,"MBRCA",0,0,1,0,0,0,0,1,1,0,0,0,1,2,0
470,315,"BRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,315,"BRO;A",0,0,4,0,0,0,0,0,2,5,0,0,2,2,1
472,315,"BR;A",0,0,4,0,0,0,0,0,2,0,0,0,1,2,0
473,315,"BR;TA",1,0,4,0,1,0,0,0,0,4,0,0,1,2,1
474,316,"BRBR;A",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
475,317,"BRDA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
476,318,"BROAA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
477,319,"BROLA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
478,320,"BR;ROTA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
479,321,"BR;TA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
480,322,"BRC;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
481,323,"BRM",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
482,324,"BRNBA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
483,325,"BRN;XA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
484,326,"BRX",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
485,327,"BRX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,327,"BRXA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,1
487,328,"BTOLA",0,0,4,0,0,0,0,0,0,5,0,0,1,2,0
488,328,"BTOLOTA",0,0,4,0,0,0,1,0,0,5,0,0,1,2,0
489,328,"BTOLTA",1,0,4,0,1,0,0,0,0,5,0,0,1,2,0
490,329,"BTON;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
491,330,"GA;A",0,0,8,0,0,0,0,0,1,0,0,0,1,2,0
492,330,"GA;A;T",0,0,11,0,0,0,2,0,1,0,0,0,1,2,0
493,331,"GA;OS",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
494,332,"GAL;ON",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
495,333,"GARA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
496,334,"GBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,334,"GB;A",0,0,4,0,0,0,0,0,1,2,0,0,2,2,3
498,334,"GB;A",0,0,1,0,0,0,0,0,1,0,0,0,1,2,1
499,334,"GB;OTA",0,0,4,0,0,0,1,0,1,0,0,0,1,2,1
500,334,"GB;TA",1,0,4,0,1,0,0,0,0,4,0,0,1,2,1
501,335,"GB;NA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
502,336,"GB;LTA",1,0,4,0,1,0,0,0,0,4,0,0,1,2,1
503,336,"GBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,337,"GBRA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
505,337,"GBROTA",0,0,4,0,0,0,1,0,1,0,0,0,1,2,0
506,337,"GBR",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
507,338,"GBR;A;L",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
508,339,"GGOLTA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
509,340,"GGRTA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
510,341,"GD",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
511,342,"GD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,342,"GDODA",0,0,4,0,0,0,0,0,1,5,0,0,2,2,1
513,343,"GD;A",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
514,344,"GDOLA",0,0,4,0,0,0,0,0,0,2,0,0,1,2,1
515,344,"GDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,344,"MGDLA",0,0,4,0,0,0,0,1,0,0,0,0,0,2,1
517,345,"GDSMN",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
518,346,"GDEON",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
519,347,"GDI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,347,"GODIA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,3
521,347,"MGDINA",0,0,4,0,4,0,0,1,1,0,0,0,1,2,3
522,348,"GDR;A",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
523,349,"GDW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,350,"GHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,351,"GHNA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
526,352,"GO",0,0,9,0,0,0,0,0,0,0,0,0,0,6,0
527,352,"GOA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
528,352,"GO;A",0,0,8,0,0,0,0,0,1,2,0,0,2,2,0
529,352,"GO;A",0,0,4,0,0,0,0,0,0,2,0,0,1,2,0
530,,"LGO",0,0,9,0,0,0,0,0,0,0,0,0,0,6,0
531,353,"GOG",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
532,354,"GOZ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
533,355,"GOZL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,355,"GOZLA",0,0,4,0,0,0,0,0,1,0,2,0,2,3,11
535,356,"GOM/A",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
536,357,"GOS",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
537,357,"GOSA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
538,358,"GOELNA",0,0,4,0,4,0,0,0,5,0,0,0,1,2,0
539,358,"GEL",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
540,359,"GOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,359,"GORA",0,0,4,0,0,0,0,0,1,0,0,0,1,0,0
542,359,"G;ORA",0,0,4,0,0,0,0,0,4,5,0,0,2,2,5
543,359,"G;RA",0,0,4,0,0,0,0,0,1,2,0,0,2,2,3
544,360,"GOWMA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,0
545,360,"GOWMNA;T",0,0,11,0,0,0,2,0,5,0,0,0,1,2,0
546,361,"GZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,361,"GZOZA",0,0,4,0,0,0,0,0,1,5,0,0,2,2,1
548,362,"GZA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
549,363,"GZA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
550,364,"GZM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,364,"GZMA",0,0,4,0,0,0,0,0,0,2,0,0,1,2,1
552,365,"GZORTA",1,0,4,0,1,0,0,0,0,2,0,0,1,2,1
553,365,"GZR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,365,"GZRA",0,0,4,0,0,0,0,0,0,2,0,0,1,2,1
555,365,"GZRTA",1,0,4,0,1,0,0,0,2,1,0,0,2,2,1
556,366,"GOKCA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,1
557,366,"GKC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,367,"G;GLA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
559,368,"G;SA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
560,369,"G;R",0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
561,370,"GLA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
562,371,"GLA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
563,371,"GLA",0,0,4,0,0,0,0,0,3,0,0,0,1,2,0
564,372,"GLA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
565,372,"MGLTA",1,0,4,0,1,0,0,1,1,0,0,0,1,2,0
566,373,"GL;A",0,0,9,0,0,0,0,0,0,0,0,0,0,6,1
567,373,"GLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,373,"GLOTA",0,0,4,0,0,0,1,0,2,0,0,0,1,2,1
569,373,"GL;A",0,0,1,0,0,0,0,0,1,0,0,0,1,2,1
570,373,"GL;A;T",0,0,11,0,0,0,2,0,1,0,0,0,1,2,1
571,373,"GL;OTA",0,0,4,0,2,0,1,0,1,0,0,0,1,2,1
572,373,"GL;NA",0,0,4,0,4,0,0,0,3,0,0,0,1,2,1
573,,"LGL;A",0,0,9,0,0,0,0,0,0,0,0,0,0,6,1
574,373,"MGLA",0,0,4,0,0,0,0,1,0,0,0,0,0,2,1
575,373,"E;N-BGLA",0,0,10,0,0,0,0,0,0,0,0,0,0,6,1
576,374,"GLDA",0,0,4,0,0,0,0,0,3,0,0,0,1,2,0
577,374,"GL;DA",0,0,4,0,0,0,0,0,0,4,0,0,1,2,0
578,375,"GLOSXMA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
579,376,"GLZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,2044,"GLY;A",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
581,377,"GLY;A",0,0,12,0,0,1,0,0,0,0,0,0,0,0,0
582,378,"GL;LA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
583,378,"GL;L;A",0,0,12,0,0,1,0,0,0,0,0,0,0,0,0
584,379,"GLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,380,"GMLA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
586,381,"GML;A;L",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
587,382,"GMORA",0,0,8,0,0,0,0,0,2,5,0,0,2,0,1
588,382,"GMORTA",1,0,4,0,1,0,0,0,0,5,0,0,1,0,1
589,382,"GM;RA",0,0,1,0,0,0,0,0,0,4,0,0,1,0,1
590,382,"GM;RA;T",0,0,11,0,0,0,2,0,0,4,0,0,1,0,1
591,382,"GM;ROTA",0,0,4,0,0,0,1,0,0,4,0,0,1,0,1
592,382,"GMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,382,"GMRA",0,0,4,0,0,0,0,0,0,2,0,0,1,0,1
594,,"LGMR",0,0,9,0,0,0,0,0,0,0,0,0,0,6,1
595,383,"GNA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
596,384,"GON;A",0,0,4,0,0,0,0,0,5,2,0,0,2,2,3
597,384,"GNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,385,"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,385,"GNBA",0,0,4,0,0,0,0,0,1,2,0,0,2,2,3
600,385,"GNBOTA",0,0,4,0,0,0,1,0,1,2,0,0,2,2,3
601,386,"GBA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
602,,"GNB",0,0,4,0,0,0,0,0,3,0,0,0,1,2,0
603,387,"GONKA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,1
604,387,"GNK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,387,"GN;KTA",1,0,4,0,1,0,0,0,0,4,0,0,1,2,1
606,388,"GN;ZA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
607,389,"GNSA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
608,390,"GNSR",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
609,391,"GN",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
610,391,"GNONA",0,0,4,0,0,0,0,0,0,2,0,0,1,2,0
611,391,"GNNA",0,0,4,0,4,0,0,0,1,0,0,0,1,2,0
612,391,"GNTA",1,0,4,0,1,0,0,0,1,0,0,0,1,2,0
613,392,"GSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,393,"GEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,393,"GETA",1,0,4,0,1,0,0,0,0,2,0,0,1,2,1
616,394,"GER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,395,"GIA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
618,396,"GI;ITA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
619,397,"GITA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
620,398,"GR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,399,"GRA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
622,400,"GRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,400,"GRBA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,1
624,400,"GRBA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,1
625,401,"GRBA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
626,402,"GRB;A",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
627,403,"GORGA",0,0,4,0,0,0,0,0,5,2,0,0,2,2,3
628,403,"GRG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,404,"GR;/TA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
630,405,"GRM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,406,"GRMA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
632,407,"GRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,408,"GRW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,409,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,409,"GWOWA",0,0,4,0,0,0,0,0,2,5,0,0,2,2,1
636,410,"DABA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
637,411,"DAMA",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
638,412,"DBA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
639,413,"DBK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,413,"DBKA",0,0,4,0,0,0,0,0,3,0,0,0,1,2,1
641,413,"DBKTA",1,0,4,0,1,0,0,0,3,0,0,0,1,2,1
642,413,"DB;KOTA",0,0,4,0,0,0,1,0,0,4,0,0,1,2,1
643,413,"MDBKA",0,0,4,0,0,0,0,1,0,0,0,0,0,2,1
644,414,"DB;XA",0,0,8,0,0,0,0,0,0,4,0,0,1,2,3
645,414,"DBX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,415,"DBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,415,"DBRA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,1
648,415,"DOBRA",0,0,4,0,0,0,0,0,5,2,0,0,2,2,3
649,415,"MDBRA",0,0,4,0,0,0,0,1,0,0,0,0,0,2,1
650,415,"MDBR;A",0,0,8,0,0,1,0,1,0,0,0,0,0,2,1
651,415,"MDBRNA",0,0,4,0,4,0,0,1,1,0,0,0,1,2,3
652,415,"MDBRNOTA",0,0,4,0,0,0,2,1,1,0,0,0,1,2,3
653,416,"DBWA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
654,417,"DGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,417,"DGLA",0,0,8,0,0,0,0,0,1,2,0,0,2,2,3
656,417,"DGLOTA",0,0,4,0,0,0,1,0,1,2,0,0,2,2,3
657,418,"DDA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
658,419,"DHB",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
659,419,"DHBA",0,0,4,0,0,0,0,0,1,0,0,0,1,2,0
660,420,"DOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,420,"DOONA",0,0,4,0,4,0,0,0,5,0,0,0,1,2,1
662,420,"DO;A",0,0,8,0,0,0,0,0,1,0,0,0,1,2,0
663,421,"DOD",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
664,421,"DODA",0,0,8,0,0,0,0,0,0,2,0,0,1,2,0
665,422,"DO;D",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
666,423,"DOCA",0,0,4,0,0,0,0,0,5,0,0,0,1,2,0
667,423,"DOCTA",1,0,4,0,1,0,0,0,5,0,0,0,1,2,0
668,424,"DOLA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
669,425,"DOMSA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
670,426,"DONBA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
671,427,"DOETA",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
672,428,"DO/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,429,"DX",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
674,,"MDX",0,0,1,0,0,0,0,1,1,0,0,0,1,2,0
675,430,"DOW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
